detail.requirements,detail.main_tasks,detail.preferred_points
"[ 이런 역량을 가진 분을 찾고 있어요! ] 
• 백엔드 개발 분야에서 7년 이상의 실무 경험을 보유한 분
• Java/Kotlin 및 Spring framework 기반 서버 개발 및 경험이 있는 분
• Kafka 및 Elasticsearch를 활용한 대규모 데이터 시스템 구축 및 운영 경험이 있는 분
• Node.js, PHP 기반 서비스의 운영 또는 개발 경험 이 있으며, 다양한 언어·프레임워크 환경을 이해하고 설계할 수 있는 분
• AWS(Auto Scaling, ECS/EKS, RDS, S3 등) 기반 대규모 트래픽 인프라 설계·운영 경험이 있는 분
• 코드 리뷰, 테스트 주도 개발(TDD), CI/CD 파이프라인 경험이 있는 분
• 백엔드 팀을 리딩하거나, 소규모 팀을 이끌어본 리더십 경험이 있는 분","[ 어떤 업무를 담당하나요? ]
• 스퀘어스의 신규 CRM 시스템의 아키텍처 설계 및 백엔드 개발을 주도합니다.
• 대규모 사용자 트래픽을 고려한 AWS 기반 클라우드 인프라를 설계하고 운영합니다.
• 로그 수집, 모니터링, 분석 시스템을 구축합니다.
• 스마트로그 스쿼드를 리딩하며, 코드 품질, 개발 프로세스, 기술 방향성을 설정합니다.


[ 이런 것들을 경험하며 얻으실 수 있을거에요! ]
• 스퀘어스의 핵심 CRM 시스템과 대규모 백엔드 인프라를 제로부터 설계하고 구축하는 경험을 할 수 있습니다.
• 수십만 이상의 사용자를 대응하는 SaaS 플랫폼 아키텍처를 리딩할 수 있습니다.
• 데이터 스트림 기반 아키텍처(Kafka)와 실시간 로깅 시스템(ELK)을 직접 설계·운영하는 실전 경험을 쌓을 수 있습니다.
• 초기 시스템 구축부터 팀 빌딩, 프로세스 정립까지 백엔드 리더로서 커리어 전환점을 만들 수 있습니다.
• 스타트업의 빠른 실행 속도 안에서, 기술적 실험과 시스템 최적화를 반복하며 성장할 수 있습니다.","[ 이런 경험이 있으면 더 좋습니다. ]
• CRM, 데이터 파이프라인, 로그 분석 시스템 등 대규모 데이터 처리 서비스 구축 경험이 있는 분
• Kafka Streams, ksqlDB 등 고급 Kafka 활용 경험이 있는 분
• ELK 외에도 zabbix, Grafana를 활용한 모니터링 시스템 구축 경험이 있는 분
• 보안 인증, 권한 관리, 데이터 개인정보 보호 등 보안 설계 경험이 있는 분


[ 우리는 이런 분과 함께하고 싶습니다. ]
우리는 소프트웨어 개발에서 '기본을 지키되, 유연하게 바라보는 힘' 을 믿습니다.
기술은 빠르게 변화하고, 새로운 트렌드와 스택은 매일 등장하지만, 그 중심에는 변하지 않는 핵심이 있습니다.
변화하는 기술을 빠르게 이해하고, 제품과 사용자의 문제를 함께 고민할 수 있는 태도입니다.
우리는 단순히 기술 트렌드를 따라가는 것이 아니라, 제품의 가치와 사용자의 경험을 깊이 이해하며, 기술을 선택하고 적용할 줄 아는 개발자를 찾고 있습니다.

• 경력의 길이보다, 상황에 맞는 문제 정의와 해결 능력을 중요하게 생각합니다.
• 특정 스택이나 유행에 갇히기보다, 새로운 기술을 유연하게 받아들이고 적용하는 자세를 존중합니다.
• 제품과 사용자를 함께 바라보며, 기술이 어떤 가치를 줄 수 있는지를 고민하는 분과 함께 일하고 싶습니다.

기술은 계속 바뀌지만, 유연한 사고와 기본을 지키는 엔지니어링 문화는 변하지 않습니다.
우리가 설계하는 시스템이, 내일의 제품과 비즈니스 성장을 이끌어갑니다.
함께 실질적인 변화를 만들어갈 동료를 기다립니다."
"• JVM 기반 언어(예: Java/Kotlin)를 활용한 백엔드 서버 개발 경력 5년 이상을 보유하신 분을 찾아요. 
• Java8 이상/Kotlin/Spring 및 Spring boot/JPA/Junit 등 주요 언어 및 웹개발 프레임워크 활용 능력 및 경험을 보유하신 분을 원해요.
 • REST API 및 RDBMS 기반의 웹애플리케이션 설계/개발/운영 경험을 보유하신 분을 원해요.
 • OOP와 Functional Programming 기반의 소프트웨어 디자인/개발 능력이 있으신 분을 원해요.
 • 사업/PM/디자인/마케팅/QA 등 다양한 직군과의 협업 능력이 원활하신 분을 원해요.
 • 논리적이고 체계적인 문제해결 능력 및 커뮤니케이션 능력이 있으신 분을 원해요.
 • 금융·트레이딩 도메인, 특히 WTS/MTS 서비스의 기술적 요구사항에 대한 깊은 이해와 관심이 있는 분을 원해요.
 • 논리적이고 체계적인 문제해결 능력 및 커뮤니케이션 능력이 있으신 분을 원해요.
 • 증권업의 새로운 기술적 변화와 혁신을 초기단계부터 함께 이끌어나가고 싶으신 분을 원해요.","• 카카오페이증권의 서비스 공통 플랫폼의 고가용성 및 확장성을 고려한 아키텍처를 설계하고 개발해요.
 • ​API Gateway, 인증, 메시지, 그로스 플랫폼의 백엔드 시스템 개발 및 운영을 담당해요
 • 서비스 성능 및 안정성 개선, 기술 부채 관리 및 아키텍처 리팩토링을 통해 전사 공통 플랫폼을 지속적으로 고도화해요.
 • 대량의 트래픽을 안정적으로 처리할 수 있는 확장성과 탄탄함을 갖춘 시스템을 개발해요.","• Micro Service Architecture를 이해하고 있고 서비스 설계 및 운영 경험을 보유하신 분이면 좋아요.
 • Redis, Kafka 등을 활용한 개발/운영 경험이 있으신 분이면 좋아요.
 • k8s, AWS 등의 인프라 환경에서 개발/운영 경험이 있으신 분이면 좋아요.
 • 대용량 트래픽 처리 시스템 개발/운영 경험이 있으신 분이면 좋아요.
 • 알고리즘(올림피아드, ACM/ICPC, 기타대회) 경력자이시면 좋아요.
 • 금융/핀테크업에서 기술혁신을 주도한 경험이 있으신 분이면 좋아요."
"• 5년 이상의 백엔드 개발 경력 또는 그에 준하는 시스템 전체 흐름 이해 및 설계 역량
• 실제 제품을 기획/개발/운영까지 주도적으로 참여한 경험이 있는 분
• 장애를 경험하고 문제를 해결해 보신 경험이 있는 분
• 기획/디자인/프론트와 협업하여 문제를 정의하고 합리적인 인터페이스를 설계해 본 경험이 있으신 분


[Blaybus가 사용하는 기술]
• 코어: NodeJS, TypeScript, NestJS
• ORM: TypeORM
• 데이터베이스: MySQL
• 인프라: AWS","• 단순한 개발을 넘어 ‘비즈니스 임팩트’를 고려하여 도메인을 정의하고 구조화합니다.
• 도메인 복잡도가 높은 기능의 시스템 아키텍처 및 DB 설계, 성능 최적화 및 구조 리팩토링을 주도합니다.
• 사용자 피드백을 반영하여 정량적/정성적 개선 지표 기반으로 기능을 개선합니다.
• 기업 고객을 위한 On-Premise 환경의 배포 및 설정 자동화를 관리합니다
• 프론트엔드 및 기획자와의 기획 협업, API 명세, 인터페이스 설계를 주도합니다.
• 장애 대응 및 배포 자동화, 운영 안정성 확보를 위한 기술 고도화를 주도합니다.","• Node.js, NestJS 기반 서비스에서 아키텍처 레벨의 리팩토링 또는 설계 경험
• 고가용성/확장성 시스템 설계 및 운영 경험
• Kubernetes, Docker 등을 사용하여 개발해 본 경험이 있으신 분
• Terraform을 통한 IaC(Infrastructure as Code) 구성 경험
• 웹 보안에 대한 기본 지식 또는 대응 경험
• 장애가능성을 사전에 예측하고, 시스템 전반의 안정성과 복구성을 주도적으로 개선하는 것에 열정 있는 분"
"• 학력 : 학력무관
• 경력 : 경력5년
• Java, Kotlin 언어를 활용한 Spring framework 또는 전자정부프레임워크 기반 웹 서버 개발 역량을 보유하신 분
• JSP, React, Nextjs 등을 이용한 Frontend 개발 역량을 보유하신 분
• ORM(JPA, Hibernate) 기반 개발 역량을 보유하신 분
• 3년 이상의 SI사업 및 서비스/플랫폼 개발과 설계 경험이 있는 분
• 좋은 코드와 설계를 위한 고민을 꾸준히 하시는 분
• 사용자 경험을 고려한 개발을 중요하게 생각하는 분
• 원활한 커뮤니케이션과 협업 능력을 갖추고, 팀워크를 중시하는 분
• 새로운 기술과 트렌드에 대한 호기심이 많고, 배우는 것을 즐기는 분
• 사용자 경험을 고려한 개발을 중요하게 생각하는 분","• 자사 서비스운영 및 유지보수
• 신규 서비스 개발 및 운영
• Kotlin, Java / Spring 기반 Backend 개발
• React, NextJS 및 JSP 기반 Frontend 개발
• RESTful API 설계 및 개발
• 도메인 모델 설계 및 아키텍쳐 설계
• DB 설계 및 관리
• 비즈니스 요구사항 분석, 평가하여 적합한 솔루션 제안 및 결정","• 테스트 코드를 적극적으로 작성하시는 분
• iOS, Android Native 또는 크로스플랫폼을 통해 앱 개발 경험이 있으신 분
• Docker를 통한 컨테이너 구성에 대한 경험 및 지식이 있으신 분
• Gitflow 방식을 통한 형상관리 경험이 있으신 분
• CI/CD 파이프라인 구축 및 자동화 경험"
"• Java 기반의 객체지향 설계 및 개발 능력이 있으신 분
• 서비스 중심 아키텍처 및 웹 서비스 개발 경험이 있으신 분
• RDBMS를 포함한 데이터 모델링과 성능 개선 경험이 있으신 분
• 기술에 대한 토론과 공유에 대한 적극적인 자세를 가진 분
• 유관부서와 원활한 커뮤니케이션이 가능하신 분","• 백오피스를 개발, 운영하여 업무의 효율성을 높이고 체계화합니다.
 - 두나무 전사의 재무, 인사, 총무, 채용, 평가, 급여 등을 관리하는 사이트를 개발합니다.
 - 두나무 홈페이지를 비롯하여 서비스와 운영에 필요한 사이트와 기능을 지원하고 있습니다.
 - 두나무 홈페이지, UDC 사이트, 투자자보호센터, 두니버스, 업비트 서포터즈의 개발 및 운영을 하고 있습니다.

• 기술스택 및 Tools
 - AWS 서비스
 - Kotlin, JAVA, Spring Boot, Gradle, Kafka
 - JPA, MyBatis, MySQL, Redis
 - Docker, Kubernetes, Github Actions, Argo CD, Harbor
 - Datadog, Sentry, Grafana

• 함께 성장하는 문화를 만들고 있습니다.
 - 질 좋은 코드를 고민하고 토론합니다.
 - 매일 스크럼 회의를 통해 개발 이슈사항이나 진행상황을 공유합니다.
 - 스프린트 단위로 업무를 관리합니다.
 - 팀 내 스터디를 진행하고 있습니다.
 - 매달 테크 세미나를 통해 새로운 기술 및 트러블슈팅을 공유합니다.","• 테스트코드의 필요성을 이해하고 테스트 코드 작성 경험이 있으신 분
• 팀원들과 지식과 경험을 공유하며 함께 성장할 수 있는 분
• 능동적으로 일을 찾아서 하며 적극적으로 본인의 의견을 표현할 수 있는 분
• 적절한 프로그래밍 패러다임을 선택해 코드를 작성할 수 있으신 분
• AWS 등 클라우드 시스템 내에서의 개발 및 운영 경험이 있는 분
• 그룹웨어/백오피스 개발 및 유지보수 경험이 있는 분"
"• 5년 이상 9년 이하의 소프트웨어 개발자 경력
• Junior 팀원들에게 본인의 경험과 지식을 공유하여야 합니다.
• Java / Vuejs / HTML / Javascript / Jquery/ Python / PostgreSQL / MSSQL / Oracle등 DB 기반 기술에 대한 이해와 경험
• 각종 legacy 시스템과의 연동. 웹서비스, API 설계 및 개발","- Python(Django), Java(Spring Boot) 웹 애플리케이션을 구축/운영하게 됩니다
- 신규 시스템, 기능 설계, 연동 기능 설계, API 설계 등 시스템 전반 적인 설계 업무 및 주요 핵심기능 개발을 담당합니다.
- PL 급으로서, 프로젝트 진행 시 개발팀의 특정 파트를 리드합니다.
- 주요 인프라 / System Architecture 설계 및 구성에 참여합니다.","- Refactoring 경험, ORM, DB 모델링, 설계 능력
- 팀 운영 프로세스 설계 및 동료들 간의 원활한 커뮤니케이션 능력
- Docker 기반 컨테이너 인프라 경험 우대"
"• 5년 이상 7년 이하의 백엔드 개발 경력 또는 그에 준하는 역량을 가지고 계신 분
• 고객 경험 향상에 관심이 많고, 고객과 비즈니스를 우선적으로 고려해 개발할 수 있는 분
• 복잡한 문제를 단순화하여 해결할 수 있는 역량을 갖추신 분
• 주도적으로 문제를 발견하고, 빠른 실행력으로 해결할 수 있는 분
• RESTful API 설계 및 구현이 가능한 분
• 대용량 분산 처리 시스템 개발 운영 경험이 있으신 분
• 관계형 데이터베이스를 다뤄보신 분","• 고위드의 카드 발급, 지출 관리, 구독 서비스 등 다양한 백엔드 서비스를 개발 및 운영합니다.
• 고객의 문제에 집중하여 문제 해결을 위한 웹 서비스 개발을 담당합니다.
• 고위드의 사업과 긴밀하게 연결된 제품이 안정적으로 운영될 수 있도록 백엔드 개발과 운영에 참여합니다.
• 사업조직, PM, 디자이너와 함께 긴밀하게 소통하며 사업적, 제품적 우선순위에 맞는 제품을 함께 기획하고 개발합니다.
• 안정적이고 효율적인 데이터 처리를 위한 금융 플랫폼을 설계 및 구축합니다.

[고위드 테크팀 기술 스택]
• Spring Boot (Spring Data JPA)
• Javascript(Typescript), React, Redux, React-Query
• k8s, Docker, QueryDSL, MySQL, Kafka, Redis, Netty
• Google Cloud","• 컴퓨터 공학 또는 관련 분야의 학사 학위 이상인 분
• 비즈니스, 프로덕트, 개발자 등 이해관계자들과 합리적이고 유연한 커뮤니케이션이 가능한 분
• Kubernetes, Docker 등을 사용하여 개발해 본 경험이 있으신 분
• MSA, DDD 등의 개발 방법에 대해 이해하고 있으신 분
• 업무 자동화를 통해 팀의 생산성을 향상시킨 경험이 있으신 분"
"• 웹 기술 전반에 대한 이해
• 3년 이상의 실무 협업 경험 필요
• RDBMS (PostgreSQL) 숙련
• Node (JavaScript, TypeScript) 숙련
• AWS 사용 경험
• 협업도구 (Jira, Confluence, Slack) 사용 경험
• 능숙한 커뮤니케이션 및 문서 작성","• 한의원 전용 환자관리 시스템(린다이어트 차트/앱) 개발 운영
   - 린다이어트 차트와 앱의 운영을 책임지고, 진료 흐름에 맞춘 새로운 기능을 개발합니다.
   - 서버, DB, API를 안정적으로 운영하며 진료 환경을 뒷받침합니다.
   - 의료진 및 환자 관리를 돕는 CRM 스케줄러를 운영하고 개선합니다.
   - 서비스가 안정적이고 확장 가능하며, 성능과 보안, 법적 기준을 충족하도록 시스템 구조를 고도화합니다.
• 서비스 운영 및 관리
   - 가맹 한의원과 환자 정보를 안정적으로 관리할 수 있는 내부 웹 백오피스를 개발합니다.
   - 린다이어트 팀이 효율적으로 일할 수 있도록, 비즈니스/엔지니어링 지표를 수집 및 분석합니다.
   - 데이터 기반 운영을 위해 정합성을 점검하고 보정합니다.
   - 고객 피드백과 장애 이슈에 신속히 대응합니다.","[우대사항]
아래 항목에 대한 이해 혹은 활용 경험이 있는 분
• 서버리스 개발 경험 (AWS Lambda, DynamoDB)
• 다양한 DB 사용능력 (DynamoDB, Redis)
• 데이터 처리 파이프라인 설계 및 구현
• 이벤트/스트리밍 데이터 처리 (AWS SQS, EventBridge)

[적응을 잘하신 분들의 공통점]
• 문제 해결을 목적으로 한 대화 방식
• 적극적이고 긍정적인 태도
• ‘효율적인 일하기 방식’에 대한 높은 관심
• 복잡한 문제를 단순하게 풀어낼 때 뿌듯함을 느끼시는 분
• 투명한 커뮤니케이션 지향
• 고객 VoC 에 민감하게 반응"
"• 해당 분야 석사(신입) 또는 관련 분야 경력 2년 이상
• 성실하고, 다양한 이해관계자와 원활한 협업 & 커뮤니케이션이 가능하신 분
• 알고리즘 설계 및 최적화에 대한 이해  
• 데이터 구조 및 경로 탐색 알고리즘에 대한 이해  
• JAVA 또는 유사한 객체지향 언어에 능숙한 개발 역량
• 전문연구요원(병역특례) 지원 가능","• 멀티 로봇 경로 계획(Multi-Agent Path Finding, MAPF) 알고리즘 설계 및 구현
• MAPF 알고리즘의 성능 개선 및 최적화 
• 다수 로봇의 경로 충돌 방지 및 효율적인 경로 배정을 위한 관제(Traffic Control) 로직 업그레이드 개발","• 로봇, AI 관련 업무 유경험자
• Multi-Agent Path Finding(MAPF) 알고리즘에 대한 연구 또는 실무 개발 경험  
• 대규모 멀티 로봇 시스템 또는 물류 자동화 시스템에 대한 이해"
"• 최소 3년 이상의 백엔드 개발 경력
• Spring Boot 기반의 서비스 개발 환경에 익숙하신 분
• 다양한 외부 연계 프로토콜에 대해서 설계/개발이 가능하신 분
• AWS 서비스를 활용한 상용 서비스 구축 및 운영 경험이 있으신 분
• 원활한 커뮤니케이션이 가능하신 분","• 로봇 관제 플랫폼(CROMS) 백엔드 개발 담당 (Java, Spring 기반)
• 로봇 관제 플랫폼 내에 실시간 모니터링 및 제어, 이력 관리 기능 개발
• 로봇 관제 플랫폼 내/외부 연계 인터페이스 개발
• 로봇 관제 플랫폼 관련 프로젝트 업무 수행","• AWS 기반 IOT 연계 서비스 구축 경험자
• B2B (대고객) 프로젝트 수행 경험자
• 로봇 서비스 관련 프로젝트 수행 및 업무 경험이 있으신 분"
"• 학력 : 소프트웨어 개발관련 전공 4년제 학사 이상 (컴퓨터 공학, 정보 통신, 전기전자 등)
• C 언어 기반 소프트웨어 개발 경험
• 경력 : 신입~경력4년","• 리눅스 클라이언트 소프트웨어 개발
• 네트워크 품질 측정모듈 개발
• 성능 및 안정성을 고려한 시스템 레벨 S/W 구현","• C 코드 컴파일 및 디버깅 역량 보유
• 리눅스 운영체제에 대한 이해 및 기반 개발 경험
• 구조적이고 안정적인 코드 작성에 대한 이해도
• 멀티스레딩, 네트워크 프로그래밍 등 시스템 소프트웨어 개발 경험"
"• 최소 3년 이상의 Typescript(React) 기반 프론트엔드 및 Java(Spring Boot) 기반 백엔드 실무 경험을 가진 분
• JavaScript, HTML, CSS 등 웹 표준 기술에 대한 깊은 이해도가 있는 분
• RESTful API 설계 및 개발 경험이 있는 분
• 고객 경험과 비즈니스를 우선순위에 두고 개발할 수 있는 분
• 비즈니스와 사용자의 요구를 이해하고, 기술적으로 문제를 단순화해 해결할 수 있는 분
• 협업과 커뮤니케이션에 능동적인 태도가 있는 분","• 고위드의 카드 발급, 지출 관리, FUEL 서비스, 구독 서비스 등 다양한 서비스를 개발 및 운영합니다.
• 프론트엔드와 백엔드 전반을 아우르며, 안정적이고 효율적인 데이터 처리를 위한 금융 플랫폼을 설계하고 구현합니다.
• 고위드의 사업과 긴밀하게 연결된 제품이 안정적으로 운영될 수 있도록 풀스택 개발과 운영에 참여합니다.
• 사업조직, PM, 디자이너와 함께 긴밀하게 소통하며 사업적, 제품적 우선순위에 맞는 제품을 함께 기획하고 개발합니다.

[고위드 테크팀 기술 스택]
• Spring Boot (Spring Data JPA)
• k8s, Docker, QueryDSL, MySQL, Kafka, Redis, Netty
• Google Cloud","• B2B SaaS 또는 핀테크 서비스에 대한 이해 또는 개발 경험이 있는 분
• QueryDSL, Redis, Kafka, Kubernetes 등 실무 경험이 있는 분
• 도메인 중심 설계(DDD), MSA, 테스트 코드 작성 등에 익숙하신 분
• AI 도구를 활용하여 개발 생산성을 향상 및 자동화를 구축한 경험이 있는 분
• 조직의 방향성과 고객 경험을 모두 고민하여 기획과 설계를 해본 분"
"[이런 분을 원해요]
• 새로운걸 배우고 습득하는데 장벽이 없으신 분
• 많은 도전과 경험을 통해 더 크게 성장하고 싶으신 분
• 문제 앞에서 유연하게 사고하며 해결책을 찾는 걸 즐기는 분
• 맡은 일을 어떻게든 해결해 내고자 하는 강한 책임감을 가지신 분
• 명확한 의사소통과 상호 존중하는 자세로 동료들과 적극적으로 협업하실 수 있는 분

[필수 역량] 
• ASP.NET Core나 Spring Boot를 사용한 웹 백엔드 프레임워크 개발 경력이 있으신 분(3년 이상)
• 백엔드 HTTP API에 대한 설계 및 개발 역량을 갖추신 분
• 정적 타입 언어의 객체지향 프로그래밍에 대한 이해가 있으신 분
• MySQL등 RDB 기반의 SQL에 능숙하신 분
• 해외출장에 결격사유가 없는 분","[담당업무]
• 전반적인 리치고 서비스의 백엔드 서버(ASP.NET Core) 개발 및 운영
• 신규 부동산 기능 설계 및 구현 (LLM 기반 분석, 중개/경매 추가 컨텐츠 등)
• 고객을 대상으로 한 마케팅 알림 서비스 / 광고 시스템 운영

[추가로 경험해볼 수 있는 것]
• 데이터노우즈에 방대하게 쌓여있는 데이터를 사용한 부동산 시장 분석 경험
• 대용량 데이터의 최적화나 성능향상을 다루는 데이터 엔지니어링 경험
• 백엔드를 넘어서 프론트엔드, 웹과 앱을 넘나드는 다양한 개발 도메인 경험
• AWS와 K8S, Docker를 포함한 인프라 운영 경험","• Notification 서비스 운영 경험이 있으신 분
• 컨텐츠 생성 자동화 경험이 있으신 분
• HTML, CSS, Javascript, Typescript 와 같은 프론트엔드의 이해와 경험이 있으신 분
• React, NextJS 등 프론트엔드 프레임워크 개발경험이 있으신 분
• ReactNative나 Expo를 사용한 네이티브 앱 개발경험이 있으신분
• Python과 Pandas를 사용한 데이터 엔지니어링 경험이 있으신 분
• AWS 클라우드 환경에서의 개발경험이 있으신 분"
"• HTTP 프로토콜에 대한 깊은 이해: HTTP의 동작 원리, 요청/응답 헤더, 상태 코드 등에 대한 전반적인 이해가 있으신 분
• RESTful API 설계 및 개발 경험: RESTful 원칙에 따라 API를 설계하고 구현한 경험이 있으신 분
• JSON, XML 등 데이터 포맷 처리 능력: 다양한 데이터 포맷을 활용하여 서버와 클라이언트 간의 데이터 교환이 가능하신 분
• API 인증 및 보안: OAuth, JWT 등 인증 방식에 대한 이해와 보안 요소를 고려한 API 개발 경험
• API 문서화 및 테스트 도구 활용: Swagger(OpenAPI), Postman 등 도구를 사용하여 API를 문서화하고 테스트한 경험
• 에러 처리 및 디버깅 능력: HTTP 통신 과정에서 발생하는 에러를 분석하고 해결할 수 있는 능력","• Workflow및 외부서비스와의 연결
• AI System과의 연동 
• 물류관리 자동 처리시스템 제작
• Postgresql을 사용한  REST API 제작
• 현재 주 백엔드 언어는 Go이며 부분적으로 Python 또는 Typescript 사용","• 클라우드 환경에서의 개발 경험: AWS, Azure, GCP 등에서 API를 개발하고 배포한 경험
• 마이크로서비스 아키텍처 이해: 대규모 시스템에서의 API 설계 및 관리 경험
• 고성능 및 확장성 있는 API 개발 경험: 트래픽이 많은 환경에서의 최적화 경험
• Golang 경험이 필수는 아니나 우대함
• Library 및 Core algorithm 제작경험 우대"
"• Linux 환경: Linux 기반의 서비스 개발 및 운영 경험을 보유하신 분
• Docker 활용: Docker 기반 서비스 개발 및 운영 경험이 있으신 분 (Docker Compose, Docker Swarm 등)
• 스크립팅 능력: Python, Bash 스크립트 작성 및 활용 능력이 있으신 분
• IT 인프라 장애 해결: IT 인프라 장애 상황에 대한 분석 및 해결 능력이 있으신 분
• 네트워크 및 보안 이해: 네트워크 구조 및 보안에 대한 깊은 이해도가 있으신 분
• 뛰어난 문서 작성: 명확하고 효과적인 기술 문서 작성 능력이 있으신분","• AI 서비스 구축 및 운영: 금융기관 환경에 최적화된 AI 서비스의 오케스트레이션, 네트워크 설정 및 시스템 구축을 담당합니다.
• 현장 기술 지원: 금융기관을 직접 방문하여 제품 설치 및 정기적인 유지보수 업무를 수행합니다.
• 성능 분석 및 보고: 분석 스크립트를 활용하여 초도 설치 시 성능 검증 및 정기적인 퍼포먼스 보고서를 작성합니다.
• 고객 피드백 반영: 금융기관의 다양한 피드백을 수집하고, 관련 부서와의 긴밀한 협업을 통해 제품 개선에 적극적으로 기여합니다.
• 기술 문서화: 서비스 운영 및 유지보수에 필요한 기술 문서를 작성하고 관리합니다.
• 장애 및 서비스 지원: 발생 가능한 장애에 대한 신속한 진단 및 해결을 통해 안정적인 서비스 운영을 지원합니다.","• 주도적인 문제 해결: 스스로 목표를 설정하고 주도적으로 업무를 추진하는 Self-starter 성향을 갖추신 분
• 논리적 사고: 문제 해결에 대한 탁월한 논리적 사고 능력을 보유하신 분
• 네트워크 실무 경험: 라우팅 테이블, traceroute, Docker network, 방화벽 등 네트워크 관련 실제 업무 경험
• 금융 IT 경험: 금융 산업 관련 IT 업무 경험이 있으신 분
• 원활한 소통: 고객사 담당자와 원활하게 소통하고 협력할 수 있는 커뮤니케이션 능력"
"• 초대졸 이상 혹은 졸업예정자
• 해외여행(출장)에 결격사유가 없으신 분
• 관련 학과 졸업 혹은 관련 교육 과정 6개월 이상 이수자
• 프로그램 개발에 관심이 많으신 분","[주요업무]
• 웹 어플리케이션 개발 및 유지보수

[개발 환경]
• 프론트엔드: Jquery, Kendo UI Component 기반의 MVVM 패턴 개발. Ajax사용
• 백엔드: Microsoft ASP.NET MVC 5
• 데이터베이스: Microsoft SQL Server
• 서버: Microsoft Azure 기반의 Windows Server Platform
• 형상관리: GitHub
• 협업 관리 툴: Axosoft + SmartSheet + Google Workspace
• 개발 문화: 사내 코딩 가이드 룰에 따른 코딩 패턴 준수하고 100% 코드 리뷰 진행",• ASP.NET MVC 유경험자
"• 초대졸이상 졸업자
• 해외여행(출장)에 결격사유가 없으신 분
• 동일 직무에 대해 2~7년 이하의 경력이 있으신 분 
• 연봉은 동일 직무 경력으로 협의
• 1년 이상 ASP.NET MVC를 사용해 보신 분
• T-SQL 작성이 가능하신 분","[주요업무]
• 웹 어플리케이션 개발 및 유지보수

[개발 환경]
• 프론트엔드: Jquery, Kendo UI Component 기반의 MVVM 패턴 개발. Ajax사용
• 백엔드: Microsoft ASP.NET MVC 5
• 데이터베이스: Microsoft SQL Server
• 서버: Microsoft Azure 기반의 Windows Server Platform
• 형상관리: GitHub
• 협업 관리 툴: Axosoft + SmartSheet + Google Workspace
• 개발 문화: 사내 코딩 가이드 룰에 따른 코딩 패턴 준수하고 100% 코드 리뷰 진행","• Kendo UI 유경험자
• Microsoft Azure 유경험자"
"• 10년 이상 AWS Cloud 기반 인프라 구성 및 운영 경험
• DevOps, SRE 경험 2년 이상
• Kubernetes 구축 및 운영 경험 필수 (MSA 기반 인프라 운영 경험)
• Linux 및 네트워크에 대한 깊은 이해
• CI/CD 파이프라인 작성 및 운영 경험
• 스프링부트 & Next.js 어플리케이션 장애 포인트 체크/검증 및 개선 유경험자
• 서비스 안정성 확보를 위한 Observability 환경 경험 보유
• 대용량 트래픽 및 장애 대응 및 트러블슈팅 경험","• Kubernetes(k8s) 환경에서 서비스 운영 및 신규 구축
• 실시간 인프라/서비스 모니터링 및 장애 대응
• 로그 수집 및 운영을 통한 시스템 최적화
• ISMS-P 대응 및 보안 준수 활동
• Jenkins, GitHub Actions, EKS, ECS, MKS(Kafka) 등 클라우드 인프라의 효율적 운영","• Infrastructure as Code를 활용한 운영 경험 (예: Terraform, Ansible)
• 비용 절감과 효율성을 고민하며 시스템 최적화하는 능력
• RDBMS(Aurora, MySQL) 및 NoSQL 운영 경험"
"• 백엔드 개발 경력 7년 이상 또는 그에 상응하는 역량을 갖춘 분
• Spring Boot(Kotlin/Java)를 이용한 웹 애플리케이션 개발 경험이 있는 분
• RESTful API에 대한 이해와 지식, 경험이 있는 분
• 원활한 커뮤니케이션 능력과 능동적인 협업 자세를 가진 분
• Git 등의 분산 버전 관리 시스템(DVCS) 사용에 익숙한 분","• 코인원 서비스(WEB, APP, OPEN-API)를 위한 백엔드 개발","• 마이크로 서비스 아키텍처를 설계하고 운영한 경험이 있는 분
• 대규모의 실시간 트래픽을 처리하는 시스템 개발 경험이 있는 분
• TDD에 대한 이해와 경험이 있는 분
• Amazon Web Services, Google Cloud Platform 등 클라우드 기능 사용 경험이 있는 분
• Docker, Kubernetes 기반 배포 경험이 있는 분
• 가상자산에 대한 관심, 지식, 거래 경험이 있거나, 유관 업종에 종사한 경험이 있는 분"
"• 실무 경력 3년 이상
• Python, Flask에 대한 이해 및 경험.
• 원활한 커뮤니케이션 능력",• 윌라 자사 백엔드 API 개발,"• MySQL, Elasticsearch, Redis 사용 대한 경험
• FastAPI, gRPC 사용 경험 
• Github 및 형상관리 툴(소스트리 등)을 사용한 프로젝트 진행 경험


[전형 절차]
지원서 검토 ＞코딩 테스트 ＞ 실무 인터뷰 ＞ HR 인터뷰 ＞ 처우 협의 ＞ 최종 합류
• 서류 합격자에 한하여 개별 연락 드립니다.
• 인터뷰 전형부터는 합격 여부에 관계없이 모든 지원자 분들에게 메일을 드릴 예정입니다.
• 이력 및 경험에 따라 추가 과제, 인터뷰 등 일부 전형 과정이 추가 또는 생략될 수 있습니다.

[근무 환경]
• 채용 형태 : 정규직
• 근무 시간 : 9:00~18:00
• 급여
   - 개인 역량에 따라 협의를 거쳐 결정합니다.
   - 최종 인터뷰를 진행한 이후 관련 협의를 진행합니다.
• 근무 장소 : 서울 서초구 서초대로 398 Bnk 디지털타워 11층"
